ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.4054,5.6672,7.7503,-2.307,5.2543,7.9524,0.5328,0.6907,0.5593,-0.7596,-0.7988,0.2003,0.0,-8.16,-23.46,-41.58,89.96,-33.32,24.22,3.1,1002.75,37.559,45.29216,14.277082,209.69,NaN,,0.0,12.903226,,19 / 19,40,2021-12-05 19:36:43:867
-0.3759,4.621,9.1916,-1.0613,4.1524,8.8205,0.3981,0.2028,0.6704,-0.3631,0.0925,0.0623,0.0,-18.9,-14.34,-41.88,80.46,-25.05,6.86,3.1,1002.79,40.008,45.29216,14.277082,209.69,NaN,,0.0,12.903226,,20 / 20,540,2021-12-05 19:36:44:367
-0.7398,4.3504,8.9139,-0.8176,3.8459,8.9839,0.1256,0.1908,0.3059,-0.2599,0.043,0.0543,0.0,-20.64,-11.4,-40.86,78.19,-23.09,5.2,3.1,1002.78,39.103,45.29216,14.277082,209.69,NaN,,0.0,12.903226,,20 / 20,1040,2021-12-05 19:36:44:867
-0.2346,4.1852,7.5156,-1.1718,3.716,8.9994,0.0848,0.1939,-0.392,0.7652,-0.1696,-0.019,0.0,-17.76,-9.54,-43.5,75.57,-22.27,7.42,3.1,1002.76,53.882,45.292168,14.277087,205.97,NaN,,0.0,12.903226,,19 / 19,1540,2021-12-05 19:36:45:367
-1.743,4.5563,8.2124,-1.6142,4.0274,8.7946,-0.1288,0.5289,-0.5822,-0.3735,0.0296,0.1869,0.0,-15.3,-10.68,-43.68,76.31,-22.81,10.59,3.1,1002.73,66.95,45.292168,14.277087,205.97,NaN,,0.0,12.903226,,19 / 19,2040,2021-12-05 19:36:45:867
-1.5108,3.7135,5.5212,-1.2768,4.7025,8.5104,1.7557,-0.8788,3.5998,0.0236,-0.2172,-0.3085,0.0,-14.22,-8.58,-43.56,60.11,-24.3,5.59,3.1,1002.73,49.007,45.29217,14.277087,205.61,NaN,,0.0,12.903226,,19 / 19,2540,2021-12-05 19:36:46:367
-0.5698,4.7263,9.4071,0.0072,3.7156,9.0755,-0.577,1.0107,0.3316,0.4359,-0.45,0.0952,0.0,-24.18,-5.64,-40.14,73.01,-19.33,0.69,3.1,1002.61,38.289,45.29217,14.277087,205.61,NaN,,0.0,12.903226,,19 / 19,3041,2021-12-05 19:36:46:868
-2.6217,4.3217,4.5372,-2.1407,5.8926,7.5409,-1.4435,1.3405,-3.2264,2.3693,0.7797,0.4941,0.0,-22.38,-5.64,-40.74,71.49,-18.98,0.82,3.1,1002.7,33.462,45.292183,14.277091,203.85,NaN,,2.83,12.903226,44.83,19 / 19,3540,2021-12-05 19:36:47:367
-2.2961,3.838,7.8532,-3.4765,4.9411,7.7246,0.656,-1.479,-1.4181,-0.6013,-0.8177,0.777,0.0,1.74,-13.26,-44.22,69.41,-32.82,35.78,3.1,1002.93,41.233,45.292183,14.277091,203.85,NaN,,2.83,12.903226,44.83,19 / 19,4040,2021-12-05 19:36:47:867
-0.9505,3.8907,8.3967,-0.2142,4.3102,8.806,0.3075,-0.4435,-0.7206,-0.9734,-0.2563,-0.0782,0.0,-18.42,-9.72,-41.82,66.14,-26.53,3.93,3.1,1002.81,49.105,45.292194,14.277106,201.25,NaN,,3.95,12.903226,45.03,18 / 18,4541,2021-12-05 19:36:48:368
0.1413,3.3089,6.4191,-0.5661,3.8412,9.0053,0.7074,-0.5323,-2.5862,0.3651,-0.001,0.2712,0.0,-15.78,-4.62,-43.08,57.67,-23.06,3.6,3.1,1002.82,37.507,45.292194,14.277106,201.25,NaN,,3.95,12.903226,45.03,18 / 18,5040,2021-12-05 19:36:48:867
-0.9122,3.9601,6.7878,-0.0654,3.9223,8.9878,-0.9761,-0.4147,-0.8258,-0.0815,0.1633,-0.2145,0.0,-17.64,-5.4,-42.96,55.55,-23.58,0.42,3.1,1002.83,35.318,45.29221,14.277116,197.96,NaN,,4.07,12.903226,45.2,20 / 20,5540,2021-12-05 19:36:49:367
-0.3639,3.2083,7.1469,-0.3902,4.2675,8.8208,1.3551,-0.0776,0.651,-0.6221,-0.2814,0.3738,0.0,-15.0,-2.52,-45.12,47.0,-25.91,2.39,3.1,1002.81,37.99,45.29221,14.277116,197.96,NaN,,4.07,12.903226,45.2,20 / 20,6042,2021-12-05 19:36:49:869
0.8643,4.0463,10.4582,-0.3582,4.4144,8.7496,0.4564,-0.2292,0.0135,0.6424,-1.1531,-0.2786,0.0,-16.14,-5.76,-43.5,52.36,-26.75,2.34,3.1,1002.82,35.262,45.292225,14.277132,196.6,NaN,,4.3,12.903226,45.09,20 / 20,6540,2021-12-05 19:36:50:367
-0.4334,3.0886,12.3592,-0.4969,4.0743,8.9064,0.2048,0.2952,2.6556,-0.2702,-0.2881,0.1643,0.0,-15.6,-2.82,-43.44,51.76,-24.25,2.52,3.1,1002.8,33.078,45.292225,14.277132,196.6,NaN,,4.3,12.903226,45.09,19 / 20,7040,2021-12-05 19:36:50:867
-0.7446,4.281,9.4861,-0.0194,3.336,9.2218,-0.6438,0.8851,-0.0397,-0.0931,-0.1879,-0.3324,0.0,-17.7,-0.54,-43.44,52.92,-19.89,0.12,3.1,1002.83,36.441,45.292236,14.277145,196.16,NaN,,3.77,12.903226,45.17,20 / 20,7540,2021-12-05 19:36:51:367
-0.067,3.5411,8.6625,-0.1902,3.3767,9.205,0.5876,0.4853,-0.7652,-0.0809,0.0558,0.3176,0.0,-18.18,-3.84,-42.3,58.66,-21.4,1.14,3.1,1002.85,35.167,45.292236,14.277145,196.16,NaN,,3.77,12.903226,45.17,20 / 20,8040,2021-12-05 19:36:51:867
0.3472,3.2969,8.5739,-0.3946,3.8298,9.0193,0.4952,-0.2384,-1.9155,0.6473,0.2012,0.2577,0.0,-16.68,-1.38,-43.86,48.87,-22.28,1.16,3.1,1002.84,36.795,45.292248,14.277156,195.83,NaN,,3.71,12.903226,48.53,19 / 19,8540,2021-12-05 19:36:52:367
0.6967,4.9969,10.2044,-0.1448,3.7532,9.0589,-0.4322,1.3825,0.9636,0.4243,-0.0883,-0.1399,0.0,-18.48,-2.88,-42.78,54.84,-21.7,0.68,3.1,1002.85,33.892,45.292248,14.277156,195.83,NaN,,3.71,12.903226,48.53,19 / 19,9041,2021-12-05 19:36:52:868
0.3137,4.6449,8.2746,-0.1202,3.5421,9.1438,0.4985,0.6886,-0.8453,-0.0454,0.1297,0.3231,0.0,-18.84,-3.24,-42.24,57.86,-21.17,0.75,3.1,1002.85,36.432,45.29226,14.277168,195.7,NaN,,3.48,12.903226,49.48,19 / 19,9541,2021-12-05 19:36:53:368
0.4645,3.6513,8.3225,0.0067,3.6038,9.1205,0.4578,0.0474,-0.798,-0.1291,-0.1342,0.1881,0.0,-17.4,-2.16,-42.24,51.33,-21.56,-0.04,3.1,1002.89,37.419,45.29226,14.277168,195.7,NaN,,3.48,12.903226,49.48,19 / 19,10040,2021-12-05 19:36:53:867
-0.1389,3.0407,8.0807,-0.1424,3.8376,9.0235,0.5064,-0.0666,-0.0976,0.6998,-0.202,-1.0E-4,0.0,-19.62,-4.68,-40.98,61.27,-23.04,0.9,3.1,1002.89,46.131,45.292267,14.27718,195.4,NaN,,3.33,12.903226,46.28,19 / 20,10540,2021-12-05 19:36:54:367
-0.0934,3.9218,12.5795,-0.3962,3.7355,9.0587,0.0658,-0.8624,2.8265,0.519,0.5073,0.4276,0.0,-15.96,-2.64,-42.36,54.43,-22.42,2.85,3.1,1002.88,34.868,45.292267,14.27718,195.4,NaN,,3.33,12.903226,46.28,19 / 20,11040,2021-12-05 19:36:54:867
-0.8188,3.8476,9.9362,-0.3235,3.7376,9.0607,-0.8066,1.2305,1.0001,0.4115,0.0552,-0.1607,0.0,-16.56,-3.42,-42.12,54.85,-22.0,1.57,3.1,1002.84,35.506,45.29228,14.277184,195.09,NaN,,3.25,12.903226,45.88,19 / 19,11540,2021-12-05 19:36:55:367
0.091,4.6281,8.0448,-0.3554,3.7365,9.06,0.4464,0.8917,-1.0152,0.1977,0.2134,0.3121,0.0,-17.16,-4.14,-41.94,56.55,-22.48,1.9,3.1,1002.87,35.209,45.29228,14.277184,195.09,NaN,,3.25,12.903226,45.88,19 / 19,12040,2021-12-05 19:36:55:867
-0.4573,3.2227,7.3049,-0.4267,3.8906,8.9917,0.4315,-0.1627,-2.0005,-0.054,-0.1201,-0.0758,0.0,-14.82,-2.94,-41.64,51.28,-23.37,2.72,3.1,1002.89,37.045,45.29229,14.277193,193.29,NaN,,3.82,12.903226,29.92,19 / 20,12540,2021-12-05 19:36:56:367
-1.8747,3.8739,7.1517,-0.5511,4.6455,8.6189,2.6987,-0.1275,0.7259,0.3174,-0.15,-0.0868,0.0,-14.22,-9.06,-41.88,55.36,-28.28,3.66,3.1,1002.89,40.558,45.29229,14.277193,193.29,NaN,,3.82,12.903226,29.92,19 / 20,13041,2021-12-05 19:36:56:868
-0.8955,3.5435,8.4638,-1.2273,4.4731,8.6404,-0.3194,0.1503,2.2488,-0.4669,0.5732,0.4092,0.0,-11.4,-6.3,-42.12,52.43,-27.14,8.08,3.1,1002.91,34.99,45.2923,14.277203,193.25,NaN,,3.78,12.903226,28.05,20 / 21,13540,2021-12-05 19:36:57:367
-0.4405,5.2075,11.9474,-0.8101,4.0204,8.9079,-0.6648,-0.9007,3.2742,0.3938,0.3283,-0.3372,0.0,-10.74,-3.06,-42.6,51.38,-23.6,8.29,3.1,1002.9,36.229,45.2923,14.277203,193.25,NaN,,3.78,12.903226,28.05,20 / 21,14040,2021-12-05 19:36:57:867
-1.1469,4.8723,7.2403,-0.735,4.3141,8.776,-0.3353,0.721,3.3725,0.1274,0.5457,0.3158,0.0,-13.8,-3.12,-42.54,49.27,-23.97,3.57,3.1,1002.89,36.631,45.29231,14.277213,193.23,NaN,,3.93,12.903226,41.69,20 / 20,14540,2021-12-05 19:36:58:367
0.5459,6.7327,10.475,0.3208,4.5176,8.6982,0.2251,2.2151,1.7767,1.1299,1.5793,-2.4362,0.0,-16.02,-1.08,-41.22,47.02,-22.26,-0.39,3.1,1002.98,42.634,45.29231,14.277213,193.23,NaN,,3.93,12.903226,41.69,20 / 20,15040,2021-12-05 19:36:58:867
-1.1062,4.245,6.0839,-1.3384,3.032,9.2296,-0.0455,-0.3121,-1.4315,0.428,-1.9643,0.4147,0.0,-15.12,1.32,-40.86,58.24,-18.01,8.25,3.1,1002.96,56.598,45.292316,14.277219,193.19,NaN,,4.0,9.677419,42.16,20 / 20,15540,2021-12-05 19:36:59:367
-1.3647,0.4453,11.6529,-2.0278,1.4518,9.4842,0.8498,-2.115,-2.4235,-2.4761,6.9494,0.0238,0.0,5.88,14.76,-39.0,6.31,-8.51,12.07,3.1,1002.69,48.496,45.292316,14.277219,193.19,NaN,,4.0,9.677419,42.16,20 / 20,16040,2021-12-05 19:36:59:867
-17.3345,0.1173,4.4462,-8.9634,0.216,3.9725,-2.1149,-1.916,-4.4801,-4.2506,1.4834,-1.27,0.0,34.08,13.08,-19.5,14.55,-1.26,66.1,3.1,1003.11,54.919,45.292324,14.277229,193.14,NaN,,4.03,9.677419,48.6,18 / 20,16540,2021-12-05 19:37:00:367
-8.119,2.4206,5.368,-9.5591,0.0861,-2.1879,1.4401,2.3345,7.5558,-0.0247,-1.106,-1.5132,0.0,32.64,4.68,28.2,289.95,-3.36,102.85,3.1,1002.86,54.548,45.292324,14.277229,193.14,NaN,,4.03,9.677419,48.6,18 / 20,17040,2021-12-05 19:37:00:867
4.4701,-2.0064,8.5404,-9.6976,-0.3229,1.422,9.0296,-0.0386,5.3969,0.1586,0.5989,-1.3275,0.0,37.92,14.28,13.44,304.89,1.89,81.66,3.1,1003.15,52.124,45.292328,14.277235,193.09,NaN,,3.99,9.677419,29.38,19 / 20,17540,2021-12-05 19:37:01:367
-4.5228,0.0048,3.8644,-8.1225,5.0353,2.2002,5.4241,-3.0026,-3.3208,3.0241,-2.1121,-2.0532,0.0,41.1,-3.72,-16.44,13.94,-30.89,74.84,3.1,1003.12,59.511,45.292328,14.277235,193.09,NaN,,3.99,9.677419,29.38,19 / 20,18040,2021-12-05 19:37:01:867
-1.1684,0.8595,7.9418,0.1817,-1.2678,9.7227,0.2205,2.192,1.3964,1.2545,-2.4652,0.1759,0.0,-16.98,20.4,-36.12,47.16,7.43,-1.07,3.1,1002.97,43.256,45.292336,14.27724,193.05,NaN,,3.97,9.677419,11.93,20 / 20,18540,2021-12-05 19:37:02:367
1.0319,-0.1006,8.5907,0.8606,-0.0155,9.7688,0.1713,-0.085,-1.1781,-0.3741,2.0E-4,-0.3916,0.0,-21.96,13.44,-38.22,55.15,0.09,-5.03,3.1,1002.99,42.494,45.292336,14.27724,193.05,NaN,,3.97,9.677419,11.93,20 / 20,19040,2021-12-05 19:37:02:867
-3.5124,-1.2881,10.1948,-2.5296,-2.7536,9.0658,0.1042,1.5876,-0.8726,-1.5408,-1.2991,-0.6097,0.0,-4.5,24.3,-38.88,33.83,11.44,10.06,3.1,1003.08,46.4,45.292343,14.277243,193.01,NaN,,3.97,9.677419,9.15,18 / 18,19541,2021-12-05 19:37:03:368
-5.2459,5.0639,4.1349,-5.4104,6.1806,5.357,0.1646,-1.1167,-1.2221,-1.8194,-0.139,0.0885,0.0,15.96,-26.22,-36.66,77.31,-39.07,45.28,3.1,1003.24,47.483,45.292343,14.277243,193.01,NaN,,3.97,9.677419,9.15,18 / 18,20041,2021-12-05 19:37:03:868
-4.7718,5.6481,4.9609,-3.1503,5.9389,7.1397,-1.1953,0.0061,-1.5778,-0.0387,-0.745,0.6426,0.0,2.4,-20.16,-43.98,60.65,-38.0,24.78,3.1,1003.03,43.809,45.29235,14.277246,192.97,NaN,,4.06,9.677419,13.42,18 / 19,20540,2021-12-05 19:37:04:367
-1.1109,5.7391,5.8564,-2.8931,5.9661,7.2254,0.5108,-0.1169,-2.432,-0.2898,0.0699,0.8747,0.0,1.98,-19.14,-42.54,55.64,-37.47,21.82,3.1,1002.99,40.782,45.29235,14.277246,192.97,NaN,,4.06,9.677419,13.42,18 / 19,21040,2021-12-05 19:37:04:867
-2.344,3.9122,7.0583,-0.6199,4.6651,8.6037,-1.377,-0.7456,-0.2931,-0.3747,0.5225,0.1527,0.0,-6.6,-8.58,-42.0,44.56,-31.37,8.58,3.1,1003.11,63.979,45.292362,14.277254,192.91,NaN,,4.13,9.677419,20.45,18 / 18,21540,2021-12-05 19:37:05:367
-1.7598,3.6201,8.2004,-1.0624,4.7162,8.5323,-0.6974,-1.096,-0.3319,-0.112,0.754,0.3921,0.0,0.66,-6.66,-40.74,16.8,-28.75,7.1,3.1,1003.07,42.387,45.292362,14.277254,192.91,NaN,,4.13,9.677419,20.45,18 / 18,22041,2021-12-05 19:37:05:868
-1.2929,3.8883,7.858,-1.1121,4.863,8.443,0.3076,-0.5509,-0.2331,0.2227,-0.6735,0.2797,0.0,3.84,-4.92,-38.28,3.91,-29.73,7.5,3.1,1003.07,34.213,45.292377,14.277262,192.86,NaN,,4.17,9.677419,15.52,18 / 21,22540,2021-12-05 19:37:06:367
-0.7087,4.7526,7.6832,-0.7591,4.8166,8.5085,1.2044,-0.9882,0.6113,-0.4511,0.3362,0.1649,0.0,11.1,-2.76,-41.1,337.8,-29.42,5.1,3.1,1003.07,35.303,45.292377,14.277262,192.86,NaN,,4.17,9.677419,15.52,18 / 21,23040,2021-12-05 19:37:06:867
-0.4597,3.7111,9.0839,-1.0614,4.7463,8.5157,0.6017,-1.0351,0.5682,0.4341,0.4657,-0.1332,0.0,11.28,-0.12,-42.54,345.28,-28.95,7.1,3.1,1003.08,35.81,45.29239,14.27727,192.82,NaN,,4.18,9.677419,346.82,18 / 18,23541,2021-12-05 19:37:07:368
-1.0774,5.5212,12.4957,-1.1675,3.774,8.9758,0.0901,1.7472,3.5199,-0.3008,-0.7872,-0.3238,0.0,10.8,7.86,-43.38,347.58,-22.63,7.41,3.1,1003.08,42.011,45.29239,14.27727,192.82,NaN,,4.18,9.677419,346.82,18 / 18,24041,2021-12-05 19:37:07:868
-4.0439,2.8755,14.1909,-2.1025,3.3845,8.9608,-0.9071,-0.1977,0.6044,-0.641,-0.1335,-1.1851,0.0,12.54,9.54,-45.06,354.68,-20.19,13.2,3.1,1003.07,41.512,45.2924,14.277273,192.78,NaN,,4.15,9.677419,343.47,18 / 18,24540,2021-12-05 19:37:08:367
-0.9745,4.3528,12.0839,-1.1602,3.3167,9.1555,-0.6164,1.1295,1.2404,0.2252,-0.4084,0.24,0.0,-0.78,7.14,-46.92,17.18,-19.77,7.22,3.1,1003.13,47.648,45.2924,14.277273,192.78,NaN,,4.15,9.677419,343.47,18 / 18,25040,2021-12-05 19:37:08:867
-1.3791,6.5412,10.6449,-1.8041,4.6895,8.4216,0.7003,0.2762,0.679,0.4768,-0.1995,0.1221,0.0,6.78,0.36,-47.88,7.9,-28.57,12.09,3.1,1003.07,42.419,45.292404,14.277274,192.74,NaN,,4.16,9.677419,343.7,20 / 20,25540,2021-12-05 19:37:09:367
-1.4653,5.617,7.4103,-1.4103,5.0619,8.28,-1.2066,1.4649,0.179,0.2362,-0.2502,-0.1754,0.0,-0.18,-4.38,-46.92,21.06,-31.08,9.67,3.1,1003.11,51.959,45.292404,14.277274,192.74,NaN,,4.16,9.677419,343.7,20 / 20,26040,2021-12-05 19:37:09:867
-1.2594,5.186,7.621,-1.5721,4.9777,8.3019,0.3128,0.2083,-0.6809,0.4457,-0.169,-0.1137,0.0,1.44,-3.18,-47.28,20.33,-30.5,10.72,3.1,1003.13,45.351,45.292416,14.27727,192.71,NaN,,4.21,9.677419,358.48,18 / 18,26540,2021-12-05 19:37:10:367
-0.9242,4.6281,5.6744,-1.0997,4.7824,8.4906,-0.2626,0.0469,-2.5288,0.0126,-0.2466,-0.5358,0.0,-4.02,-5.76,-44.76,30.92,-29.19,7.38,3.1,1003.14,42.986,45.292416,14.27727,192.71,NaN,,4.21,9.677419,358.48,18 / 18,27040,2021-12-05 19:37:10:867
-1.1732,4.9418,5.7989,-2.3149,5.3095,7.9133,0.7802,-0.418,-2.9644,0.4958,0.0027,0.0977,0.0,-0.42,-8.52,-44.64,38.62,-32.78,16.31,3.1,1003.14,42.012,45.29243,14.277271,192.68,NaN,,4.29,9.677419,0.72,20 / 20,27541,2021-12-05 19:37:11:368
-1.7837,5.7606,9.6298,-2.3192,6.0811,7.3356,0.5355,-0.3205,2.2941,-0.8139,-0.0462,-0.5737,0.0,-2.16,-18.0,-41.7,54.64,-38.32,17.54,3.1,1003.17,43.292,45.29243,14.277271,192.68,NaN,,4.29,9.677419,0.72,20 / 20,28040,2021-12-05 19:37:11:867
-0.1365,3.5339,6.7423,-0.9959,4.9723,8.3937,3.1484,-0.3226,0.5393,-1.8616,-0.5459,0.6994,0.0,-13.98,-10.62,-42.0,60.12,-30.47,6.77,3.1,1003.07,44.223,45.292442,14.277272,192.66,NaN,,4.29,9.677419,28.4,18 / 19,28540,2021-12-05 19:37:12:367
2.0088,5.344,8.3632,-0.5794,4.38,8.755,-0.7782,-0.9921,0.2044,-0.3448,0.2079,-0.5321,0.0,-15.66,-10.38,-41.94,66.44,-26.86,6.74,3.1,1003.07,43.661,45.292442,14.277272,192.66,NaN,,4.29,9.677419,28.4,18 / 19,29041,2021-12-05 19:37:12:868
-3.9745,5.4278,7.5491,-3.2987,6.2348,6.8129,-0.6758,-0.807,0.7362,-0.0112,0.3069,0.0458,0.0,-0.42,-19.38,-41.94,62.9,-39.48,25.84,3.1,1003.09,42.475,45.292454,14.277282,192.63,NaN,,4.28,9.677419,33.93,19 / 19,29540,2021-12-05 19:37:13:367
-4.2762,7.1613,9.692,-3.2516,7.1779,5.8374,-1.0246,-0.0167,3.8547,-1.1578,-1.0957,-0.719,0.0,2.82,-26.7,-38.28,62.89,-47.91,28.14,3.1,1003.11,43.066,45.292454,14.277282,192.63,NaN,,4.28,9.677419,33.93,19 / 19,30040,2021-12-05 19:37:13:867
-3.6106,9.7303,7.3241,-1.7391,6.8687,6.7799,-1.8715,2.8616,0.5442,-0.3662,0.0668,0.4202,0.0,-11.46,-22.08,-38.64,68.76,-40.21,9.82,3.1,1003.15,44.016,45.29246,14.277291,192.62,NaN,,4.27,9.677419,44.98,18 / 19,30540,2021-12-05 19:37:14:367
-1.8532,7.3073,9.3544,-0.7896,5.2786,8.227,-0.6278,0.6353,0.4714,0.5153,-0.3699,-0.311,0.0,-15.42,-12.48,-42.12,58.48,-32.57,5.48,3.1,1003.14,43.487,45.29246,14.277291,192.62,NaN,,4.27,9.677419,44.98,18 / 19,31041,2021-12-05 19:37:14:868
-0.8979,6.0024,8.5188,-1.1298,4.9761,8.3745,1.1801,0.6816,0.106,0.9521,-0.1678,0.6682,0.0,-15.0,-14.46,-42.18,68.57,-30.49,7.68,3.1,1003.11,46.23,45.29247,14.277302,192.61,NaN,,4.27,9.677419,42.39,19 / 19,31541,2021-12-05 19:37:15:368
-3.7686,7.4414,3.2562,-2.4827,7.2883,6.0735,-0.5101,0.2178,-1.8452,-0.0418,-1.453,-0.1662,0.0,-3.36,-22.38,-41.1,65.46,-44.55,25.65,3.1,1003.19,45.071,45.29247,14.277302,192.61,NaN,,4.27,9.677419,42.39,19 / 19,32040,2021-12-05 19:37:15:867
-2.0327,5.7127,4.9657,-1.4484,5.7834,7.7862,0.541,-0.6045,-0.2826,0.056,-0.2808,-0.0288,0.0,-11.1,-17.52,-41.46,66.65,-37.87,13.37,3.1,1003.12,43.015,45.292477,14.277315,192.6,NaN,,4.27,9.677419,27.14,18 / 19,32540,2021-12-05 19:37:16:367
-1.3264,3.9194,7.1182,-2.2535,3.9736,8.6777,0.9271,-0.0541,-1.5595,0.3345,-0.2496,0.2046,0.0,-8.46,-7.26,-45.78,49.48,-26.39,9.6,3.1,1003.18,46.058,45.292477,14.277315,192.6,NaN,,4.27,9.677419,27.14,18 / 19,33041,2021-12-05 19:37:16:868
-0.4884,3.4047,6.9554,-0.211,4.041,8.9329,-0.5791,-0.5573,-2.7868,-0.0088,0.0467,0.3402,0.0,-16.5,-7.62,-42.66,58.88,-24.33,1.35,3.1,1003.22,45.001,45.29249,14.277325,192.6,NaN,,4.28,9.677419,29.2,20 / 20,33540,2021-12-05 19:37:17:367
2.5331,2.8827,6.2084,0.5068,4.5539,8.6704,-0.7702,-1.4413,-3.6376,-0.2751,-1.5019,-0.2523,0.0,-22.26,-7.8,-39.72,58.45,-27.67,-3.35,3.1,1003.02,49.682,45.29249,14.277325,192.6,NaN,,4.28,9.677419,29.2,20 / 20,34040,2021-12-05 19:37:17:867
-3.6632,-0.4214,8.4638,-1.4501,1.4403,9.5913,0.3128,-0.1282,1.42,-0.5085,1.079,-0.0807,0.0,-8.28,3.72,-44.7,54.83,-8.45,8.6,3.1,1003.2,52.645,45.292496,14.277334,192.6,NaN,,4.28,9.677419,37.48,19 / 19,34540,2021-12-05 19:37:18:367
-11.143,-1.6257,4.5276,-9.7214,-1.1851,0.5101,0.5513,3.6848,6.0359,-4.6282,1.6899,-1.9017,0.0,45.9,10.56,1.74,345.93,-9.64,86.7,3.1,1003.62,55.877,45.292496,14.277334,192.6,NaN,,4.28,9.677419,37.48,19 / 19,35040,2021-12-05 19:37:18:867
-8.1525,-6.6513,-3.0814,-8.8042,-2.8076,3.2823,0.6517,-3.8437,-6.3638,3.599,-0.7218,-1.9805,2.0,36.66,29.76,6.48,328.8,6.49,74.41,0.0,1003.37,55.4,45.292507,14.277347,192.61,NaN,,4.26,9.677419,29.46,19 / 21,35540,2021-12-05 19:37:19:367
-7.676,-12.3808,0.1389,-6.0989,-7.2816,2.4395,-3.1501,-3.2532,-2.4922,-1.5237,-0.9539,-1.2761,0.0,17.16,42.84,1.08,346.51,33.16,70.66,0.0,1003.28,66.085,45.292507,14.277347,192.61,NaN,,4.26,9.677419,29.46,19 / 21,36040,2021-12-05 19:37:19:867
-1.6904,-6.5172,-0.4358,-4.4339,-8.7455,0.1648,6.7228,-1.0088,-0.2246,0.7487,0.9251,-3.785,0.0,-9.54,42.84,8.94,343.26,63.1,87.87,0.0,1003.12,61.057,45.29252,14.277358,192.63,NaN,,4.26,9.677419,24.41,19 / 19,36540,2021-12-05 19:37:20:367
3.0838,-14.2555,-8.4877,-0.5221,-9.7898,0.2381,-0.1028,0.7347,-7.8327,0.2838,-0.0853,-1.3495,0.0,-19.44,34.56,22.32,336.88,86.65,65.48,0.0,1003.16,62.836,45.29252,14.277358,192.63,NaN,,4.26,9.677419,24.41,19 / 19,37040,2021-12-05 19:37:20:867
1.0559,-11.5356,-4.8508,-0.3216,-9.795,-0.3529,1.1596,-4.9035,-2.2784,0.9698,0.4333,-0.2713,0.0,-22.44,35.76,22.02,270.58,87.21,137.65,0.0,1003.5,57.238,45.292538,14.277371,192.65,NaN,,4.33,9.677419,13.63,17 / 19,37540,2021-12-05 19:37:21:367
1.2139,-9.0647,-7.36,0.8362,-9.762,0.4177,1.0553,-4.6324,3.1785,-1.5146,-0.4622,-0.0868,0.0,-19.98,39.66,21.6,44.99,81.57,-10.47,0.0,1003.25,57.067,45.292538,14.277371,192.65,NaN,,4.33,9.677419,13.63,17 / 19,38040,2021-12-05 19:37:21:867
5.0016,-11.7272,-2.2913,0.7013,-9.7757,-0.3373,4.3003,-1.9515,-1.954,0.0474,-0.6448,-0.1784,0.0,-23.04,36.18,27.18,162.63,84.37,-123.99,0.0,1003.35,58.179,45.292553,14.277381,192.68,NaN,,4.45,9.677419,19.2,17 / 19,38540,2021-12-05 19:37:22:367
2.9833,-9.795,-5.7702,1.2168,-9.6704,1.083,-0.0675,-0.3568,-9.2116,0.8159,-1.4463,-0.0825,0.0,-16.02,39.6,25.5,105.26,85.29,-79.68,0.0,1003.22,53.11,45.292553,14.277381,192.68,NaN,,4.45,9.677419,19.2,17 / 19,39040,2021-12-05 19:37:22:867
7.6569,-10.9275,-4.3552,0.0935,-9.7986,-0.3848,1.5011,-4.4952,-6.3743,0.9521,-0.2007,0.3433,0.0,-17.58,34.14,31.68,166.62,81.79,-139.15,0.0,1003.2,56.949,45.292564,14.277389,192.71,NaN,,4.54,9.677419,17.16,19 / 20,39540,2021-12-05 19:37:23:367
1.1277,-14.1119,-5.9953,0.0616,-9.7579,0.975,-0.5213,-7.3205,-11.019,0.18,-0.8257,0.2602,0.0,-2.52,41.58,29.58,8.23,84.28,-3.61,0.0,1003.27,56.664,45.292564,14.277389,192.71,NaN,,4.54,9.677419,17.16,19 / 20,40041,2021-12-05 19:37:23:868
8.3273,-10.554,-3.8021,0.0508,-9.8065,0.0264,-3.2999,-5.9119,-10.1422,0.2875,0.2904,0.7794,0.0,-2.88,38.22,33.6,67.25,89.67,-62.55,0.0,1003.57,53.174,45.292576,14.277396,192.74,NaN,,4.53,9.677419,7.62,19 / 20,40541,2021-12-05 19:37:24:368
