ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.012,-5.447,0.7662,-0.472,-9.6523,-1.6678,-0.6485,3.7025,3.1666,0.3406,0.0992,-0.0025,0.0,-0.9,32.4,30.48,202.1,79.82,164.2,0.0,1003.41,54.222,45.295258,14.277379,184.34,NaN,,4.22,12.903226,354.57,19 / 19,276040,2021-12-05 19:41:19:867
0.4022,-6.0719,-0.1413,-0.9108,-9.5792,-1.8919,1.8876,3.39,1.9015,-0.4181,0.3484,-0.019,0.0,0.0,33.9,32.88,213.33,77.64,154.29,0.0,1003.49,57.983,45.29527,14.277376,184.29,NaN,,4.17,12.903226,359.19,19 / 19,276540,2021-12-05 19:41:20:367
-2.0256,-5.7822,-0.079,-0.3291,-9.7229,-1.2359,1.0857,0.3732,-1.3045,0.4426,-0.2527,0.0384,0.0,-9.06,40.02,30.48,217.71,82.51,165.09,0.0,1003.45,53.126,45.29527,14.277376,184.29,NaN,,4.17,12.903226,359.19,19 / 19,277040,2021-12-05 19:41:20:867
-1.1373,-10.9586,-3.692,-0.4619,-9.7384,-1.0581,1.6208,2.5915,1.7836,-0.4908,-0.1213,-0.096,0.0,-9.72,44.76,23.58,304.75,88.62,79.82,0.0,1003.45,52.087,45.295277,14.277376,184.24,NaN,,4.14,12.903226,3.39,20 / 21,277540,2021-12-05 19:41:21:367
2.1979,-9.8548,-4.7694,-0.4017,-9.7708,-0.7356,2.5996,-0.0841,-4.0338,0.5361,-1.0004,0.0836,0.0,-11.58,41.34,21.6,240.34,82.07,159.9,0.0,1003.57,54.909,45.295277,14.277376,184.24,NaN,,4.14,12.903226,3.39,20 / 21,278040,2021-12-05 19:41:21:867
-1.9968,-13.4822,-2.8444,-0.7376,-9.7734,-0.3253,-1.2329,-0.9745,-6.5271,-0.131,0.8139,0.1154,0.0,-10.44,40.2,17.64,254.81,84.88,143.96,0.0,1003.38,50.93,45.295288,14.277377,184.19,NaN,,4.14,12.903226,32.63,20 / 20,278540,2021-12-05 19:41:22:367
-4.8676,-16.0608,-5.8612,-0.9939,-9.6842,-1.1824,-1.4986,-3.6998,-0.8383,0.4561,0.401,0.0916,0.0,-12.72,36.72,22.68,255.83,78.49,149.96,0.0,1003.51,52.613,45.295288,14.277377,184.19,NaN,,4.14,12.903226,32.63,20 / 20,279040,2021-12-05 19:41:22:867
-0.2777,-15.6083,5.8325,-1.2864,-9.6788,-0.9144,-0.6985,-2.4913,0.165,0.1555,-0.6705,-0.0556,0.0,-8.76,38.58,25.02,268.26,80.74,125.41,0.0,1003.53,47.851,45.295296,14.277386,184.14,NaN,,4.12,12.903226,37.49,19 / 20,279540,2021-12-05 19:41:23:367
-2.1836,-12.3401,-0.0718,-1.465,-9.5045,-1.9205,-0.5558,1.3616,2.2414,-0.2904,0.0522,-0.3317,0.0,-6.0,35.28,30.78,243.52,75.74,142.66,0.0,1003.44,51.786,45.295296,14.277386,184.14,NaN,,4.12,12.903226,37.49,19 / 20,280041,2021-12-05 19:41:23:868
0.565,-7.1134,-0.1748,-1.3252,-9.6373,-1.2398,0.5088,-0.196,1.5486,-0.0173,-1.2313,-0.1039,0.0,0.96,36.96,31.26,241.48,79.2,128.59,0.0,1003.39,53.585,45.295303,14.277392,184.09,NaN,,4.11,12.903226,20.63,20 / 20,280540,2021-12-05 19:41:24:367
-1.5132,-6.8285,-0.4765,-1.3149,-9.4827,-2.1259,-0.1983,2.6542,1.6495,-0.1469,0.0485,-0.2487,0.0,11.4,35.76,32.16,216.55,75.98,134.23,0.0,1003.44,52.375,45.295303,14.277392,184.09,NaN,,4.11,12.903226,20.63,20 / 20,281040,2021-12-05 19:41:24:867
-1.7095,-6.3783,-2.2291,-1.0986,-9.6247,-1.5262,-0.3979,3.8664,-0.3676,0.1085,-0.3626,-0.1595,0.0,12.6,37.26,31.86,209.37,78.98,134.77,0.0,1003.52,53.586,45.295315,14.277398,184.04,NaN,,4.08,9.677419,352.18,19 / 21,281540,2021-12-05 19:41:25:367
-0.7734,-7.9155,-0.4166,-1.0379,-9.6366,-1.4931,-2.6876,-0.3787,-2.4431,-0.4566,-0.91,0.2522,0.0,19.44,38.22,30.42,183.13,79.31,145.2,0.0,1003.46,52.238,45.295315,14.277398,184.04,NaN,,4.08,9.677419,352.18,19 / 21,282040,2021-12-05 19:41:25:867
2.1788,-8.1836,-6.4238,-0.9167,-9.6588,-1.4275,0.6055,0.0984,-2.5422,0.5245,-0.1995,-0.0459,0.0,15.6,40.68,34.2,189.42,80.04,147.29,0.0,1003.43,51.488,45.295326,14.277397,184.0,NaN,,4.09,9.677419,311.89,20 / 20,282541,2021-12-05 19:41:26:368
-0.1987,-16.8294,-4.7957,-0.5332,-9.77,-0.6586,0.6314,-5.8216,3.2085,1.486,-0.6931,-0.4063,0.0,15.66,47.22,28.32,190.62,85.04,141.01,0.0,1003.4,54.24,45.295326,14.277397,184.0,NaN,,4.09,9.677419,311.89,20 / 20,283040,2021-12-05 19:41:26:867
-0.9314,-14.3896,0.9984,-0.5994,-9.618,-1.8181,-2.9489,-6.2657,-1.5171,0.4952,0.2751,-0.0734,0.0,12.84,44.58,39.18,176.62,75.64,163.93,0.0,1003.44,54.735,45.295338,14.27739,183.94,NaN,,4.12,9.677419,320.57,19 / 20,283540,2021-12-05 19:41:27:367
0.4956,-9.3951,1.4054,-0.2705,-9.7735,-0.7584,-1.0296,-4.5011,1.5006,0.059,-0.3278,-0.0538,0.0,10.5,56.28,29.16,170.38,83.43,166.81,0.0,1003.36,53.734,45.295338,14.27739,183.94,NaN,,4.12,9.677419,320.57,19 / 20,284040,2021-12-05 19:41:27:867
-1.4007,-10.5779,0.352,-0.9694,-9.482,-2.3068,-0.7114,0.6136,2.2422,-0.1065,0.6508,0.1295,0.0,19.02,53.16,25.92,164.95,76.03,152.53,0.0,1003.5,58.397,45.29535,14.277387,183.89,NaN,,4.21,9.677419,332.36,19 / 19,284540,2021-12-05 19:41:28:367
-0.4597,-6.8788,1.0152,-0.784,-9.7086,-1.1393,0.3243,2.8299,2.1545,0.2221,-0.0169,-0.303,0.0,14.82,50.22,17.82,172.02,82.88,146.01,0.0,1003.59,53.511,45.29535,14.277387,183.89,NaN,,4.21,9.677419,332.36,19 / 19,285040,2021-12-05 19:41:28:867
0.2969,-5.696,-0.8907,-1.1064,-9.5622,-1.8736,1.3938,2.7409,0.8584,-0.6142,-0.2221,-0.0245,0.0,17.28,43.08,20.1,164.1,77.18,149.44,0.0,1003.39,57.026,45.29536,14.277383,183.84,NaN,,4.32,9.677419,339.95,19 / 19,285540,2021-12-05 19:41:29:367
-1.5515,-7.8748,-0.6249,-0.6761,-9.7289,-1.0301,1.5548,-0.4276,-3.0186,0.5245,-0.4115,0.0134,0.0,12.9,41.04,17.1,174.51,82.78,146.72,0.0,1003.61,52.549,45.29536,14.277383,183.84,NaN,,4.32,9.677419,339.95,19 / 19,286040,2021-12-05 19:41:29:867
-1.2163,-9.7758,-3.1772,-0.6448,-9.7702,0.5464,2.7613,0.3702,-6.0676,-1.1157,1.0369,0.499,0.0,14.22,36.54,13.5,274.53,85.06,49.72,0.0,1003.37,53.737,45.295376,14.277379,183.79,NaN,,4.31,9.677419,331.08,19 / 20,286540,2021-12-05 19:41:30:367
0.8308,-7.6042,-3.9841,-0.766,-9.746,-0.7739,2.9424,2.5775,-4.4504,0.6338,0.8273,-0.1607,0.0,12.06,29.34,22.92,178.29,80.27,153.81,0.0,1003.52,51.633,45.295376,14.277379,183.79,NaN,,4.31,9.677419,331.08,19 / 20,287040,2021-12-05 19:41:30:867
-1.4318,-8.2938,-5.3464,-0.2076,-9.7903,0.5264,-0.9105,-3.0622,-9.6869,0.7267,-0.1855,-0.1302,0.0,12.6,32.22,24.6,195.04,86.2,138.64,0.0,1003.38,55.899,45.295383,14.277375,183.74,NaN,,4.25,9.677419,336.91,20 / 20,287540,2021-12-05 19:41:31:367
-1.0918,-12.8549,1.2043,-0.6665,-9.6607,-1.5481,-0.4253,-3.1942,2.7525,0.2374,0.3044,0.0855,0.0,18.12,33.84,26.1,160.71,77.75,159.86,0.0,1003.48,57.569,45.295383,14.277375,183.74,NaN,,4.25,9.677419,336.91,20 / 20,288040,2021-12-05 19:41:31:867
0.0335,-14.7128,0.2418,-0.4712,-9.79,-0.3212,0.0546,1.4771,1.7266,-0.2544,-0.833,0.2455,0.0,16.68,39.84,17.64,193.65,86.67,124.28,0.0,1003.37,54.968,45.29539,14.277371,183.68,NaN,,4.22,9.677419,332.25,19 / 19,288540,2021-12-05 19:41:32:367
-0.984,-6.9626,-0.3448,-0.8082,-9.6028,-1.8175,0.9351,2.9012,2.8303,-0.1896,1.1413,0.1728,0.0,17.52,35.88,21.0,157.0,78.3,156.03,0.0,1003.46,56.121,45.29539,14.277371,183.68,NaN,,4.22,9.677419,332.25,19 / 19,289040,2021-12-05 19:41:32:867
-0.1317,-6.6034,1.7622,-0.4079,-9.7962,-0.1957,-0.2361,4.0523,0.3968,0.0138,-0.2154,-0.4576,0.0,13.32,36.36,18.48,189.51,85.61,135.85,0.0,1003.5,54.839,45.2954,14.277362,183.62,NaN,,4.22,9.677419,332.6,19 / 19,289541,2021-12-05 19:41:33:368
-0.8117,-7.7215,-0.8308,-1.0441,-9.6094,-1.6553,2.033,2.5343,3.0464,-0.7198,-0.0938,-0.0611,0.0,15.48,35.64,21.96,219.11,85.07,110.92,0.0,1003.49,55.284,45.2954,14.277362,183.62,NaN,,4.22,9.677419,332.6,19 / 19,290041,2021-12-05 19:41:33:868
-1.2307,-7.2954,0.0024,-0.8448,-9.7349,-0.8288,1.3236,0.8953,1.0156,0.0694,-0.5489,0.0574,0.0,13.62,35.04,24.78,202.87,82.27,131.73,0.0,1003.66,53.627,45.29541,14.277353,183.56,NaN,,4.21,9.677419,332.78,19 / 19,290540,2021-12-05 19:41:34:367
-0.4932,-9.9578,-3.5148,-0.6547,-9.7847,-0.038,0.1615,-0.1731,-3.4768,-0.5592,0.2421,0.2315,0.0,17.46,36.12,23.4,234.19,86.17,93.32,0.0,1003.46,53.069,45.29541,14.277353,183.56,NaN,,4.21,9.677419,332.78,19 / 19,291040,2021-12-05 19:41:34:867
0.2179,-8.4685,-4.5276,-0.9999,-9.6702,-1.2874,-3.1351,-8.8567,-2.1149,0.5477,-0.125,0.2626,0.0,15.36,37.62,31.86,195.7,80.43,142.17,0.0,1003.41,54.03,45.295425,14.277343,183.5,NaN,,4.19,9.677419,329.73,19 / 20,291540,2021-12-05 19:41:35:367
1.2115,-12.9123,1.8604,-0.4118,-9.7802,-0.5904,-1.2546,-7.1713,2.2137,0.4988,-0.238,-0.3452,0.0,13.56,46.86,23.88,185.31,85.79,145.1,0.0,1003.38,55.51,45.295425,14.277343,183.5,NaN,,4.19,9.677419,329.73,19 / 20,292040,2021-12-05 19:41:35:867
-0.9864,-13.2284,-0.2418,-0.9591,-9.5585,-1.9712,-0.2093,-5.0179,2.8116,0.0456,0.6294,-0.0049,0.0,13.62,40.74,27.06,171.29,75.58,158.11,0.0,1003.46,56.692,45.295437,14.277329,183.44,NaN,,4.23,9.677419,325.09,20 / 21,292540,2021-12-05 19:41:36:367
0.1963,-7.1254,0.1915,-0.7372,-9.72,-1.0713,1.8362,-2.3782,3.4272,0.158,-0.8238,0.1301,0.0,11.88,40.2,19.74,176.93,82.05,151.35,0.0,1003.4,52.707,45.295437,14.277329,183.44,NaN,,4.23,9.677419,325.09,20 / 21,293040,2021-12-05 19:41:36:867
-2.3608,-8.7798,-0.4669,-0.9912,-9.5025,-2.2111,-0.3304,2.0971,2.8599,-0.4535,0.7864,0.0549,0.0,15.66,35.58,22.5,182.99,78.43,143.01,0.0,1003.46,57.034,45.29545,14.277317,183.37,NaN,,4.27,9.677419,326.06,19 / 20,293540,2021-12-05 19:41:37:367
-0.2801,-6.0815,0.9936,-0.5899,-9.7378,-0.9991,-0.964,3.8502,-0.0759,0.1421,0.1841,-0.2279,0.0,13.56,39.12,24.06,180.36,83.21,149.44,0.0,1003.45,53.727,45.29545,14.277317,183.37,NaN,,4.27,9.677419,326.06,19 / 20,294041,2021-12-05 19:41:37:868
0.3304,-6.1557,-0.6848,-1.0047,-9.6848,-1.1683,-1.5668,1.4366,-1.4918,-0.6398,-0.5648,0.0879,0.0,17.58,39.78,20.64,180.12,80.96,139.31,0.0,1003.46,53.698,45.295456,14.277307,183.3,NaN,,4.31,9.677419,328.4,19 / 21,294540,2021-12-05 19:41:38:367
-1.1349,-7.5396,0.0359,-0.7924,-9.735,-0.8784,2.308,-0.2707,-6.5726,0.3712,0.7595,0.0042,0.0,13.5,38.16,21.9,191.71,83.07,137.94,0.0,1003.61,53.792,45.295456,14.277307,183.3,NaN,,4.31,9.677419,328.4,19 / 21,295041,2021-12-05 19:41:38:868
-2.1884,-9.6154,-6.34,-0.7187,-9.7125,-1.1494,-2.0563,-1.0737,-4.0509,-0.3252,-0.3492,0.3433,0.0,15.06,35.04,21.36,260.18,85.65,70.15,0.0,1003.35,56.887,45.295464,14.277299,183.22,NaN,,4.34,9.677419,327.1,19 / 19,295540,2021-12-05 19:41:39:367
-0.8188,-14.9451,-4.1086,-0.8865,-9.7437,-0.6666,4.2505,0.1068,-6.5522,0.7065,0.8005,-0.1253,0.0,11.16,31.92,29.76,190.27,80.41,151.44,0.0,1003.47,54.356,45.295464,14.277299,183.22,NaN,,4.34,9.677419,327.1,19 / 19,296041,2021-12-05 19:41:39:868
0.8739,-10.7623,-5.004,-0.5959,-9.7878,0.1149,1.4699,-0.9744,-5.119,-0.2825,1.0973,-0.0508,0.0,10.44,38.76,26.46,202.65,87.48,137.69,0.0,1003.36,56.305,45.29548,14.277288,183.13,NaN,,4.34,9.677419,326.77,20 / 20,296540,2021-12-05 19:41:40:367
-3.2155,-6.5196,-2.5691,-1.1272,-9.6071,-1.6135,-2.0643,-3.4513,2.9184,-0.0821,0.7296,-0.4796,0.0,3.24,34.74,34.92,217.68,78.42,145.06,0.0,1003.5,54.452,45.29548,14.277288,183.13,NaN,,4.34,9.677419,326.77,20 / 20,297040,2021-12-05 19:41:40:867
-0.7255,-5.8301,0.6129,-0.4533,-9.6791,-1.5098,0.1325,5.458,2.0413,0.7945,-1.2875,0.124,0.0,8.76,39.96,32.7,181.83,80.75,163.29,0.0,1003.38,52.93,45.295486,14.277279,183.05,NaN,,4.31,9.677419,327.9,20 / 20,297540,2021-12-05 19:41:41:367
-2.1381,-8.3895,0.0383,-0.9969,-9.6287,-1.5698,-0.2744,3.9327,0.7988,-0.3875,0.0167,-0.0013,0.0,14.34,41.7,31.92,191.63,79.07,147.58,0.0,1003.49,63.057,45.295486,14.277279,183.05,NaN,,4.31,9.677419,327.9,20 / 20,298040,2021-12-05 19:41:41:867
0.5124,-6.8237,-0.3136,-0.3023,-9.6775,-1.557,0.3214,1.2808,2.6919,-0.0076,-0.5379,-0.0391,0.0,13.68,45.72,24.12,163.09,81.52,162.4,0.0,1003.37,51.663,45.2955,14.277267,182.96,NaN,,4.27,9.677419,325.65,18 / 18,298541,2021-12-05 19:41:42:368
1.1516,-5.4087,-0.3424,-1.1228,-9.4808,-2.2415,0.4883,3.1743,1.6908,-0.4297,0.2269,0.0513,0.0,17.64,41.94,22.26,175.81,78.85,143.63,0.0,1003.44,55.832,45.2955,14.277267,182.96,NaN,,4.27,9.677419,325.65,18 / 18,299040,2021-12-05 19:41:42:867
-2.2195,-6.2874,-0.4142,-0.4389,-9.6724,-1.5563,-1.7998,3.0474,1.6927,0.1213,0.1395,-0.0972,0.0,16.44,40.68,25.14,176.25,82.45,150.41,0.0,1003.59,49.952,45.295513,14.277258,182.87,NaN,,4.28,9.677419,327.03,19 / 19,299540,2021-12-05 19:41:43:367
-2.83,-11.2124,-6.0001,-0.7764,-9.736,-0.8822,-2.0536,-1.4764,-5.1178,-0.6807,-0.6253,0.6707,0.0,18.18,43.32,11.76,256.9,85.69,55.21,0.0,1003.34,55.729,45.295513,14.277258,182.87,NaN,,4.28,9.677419,327.03,19 / 19,300040,2021-12-05 19:41:43:867
1.6616,-10.1278,-7.7455,-0.8895,-9.7222,-0.9263,1.3373,0.5377,-3.6228,0.6961,0.0937,-0.0459,0.0,16.08,38.4,20.4,186.49,82.48,136.16,0.0,1003.41,50.972,45.29552,14.277245,182.78,NaN,,4.18,9.677419,323.84,20 / 20,300540,2021-12-05 19:41:44:367
0.7207,-14.6051,-6.8835,-0.6168,-9.7676,-0.6191,1.9169,-5.9292,-1.8925,1.2239,-1.1244,-0.1974,0.0,20.04,36.54,13.74,168.27,84.89,135.1,0.0,1003.33,52.876,45.29552,14.277245,182.78,NaN,,4.18,9.677419,323.84,20 / 20,301040,2021-12-05 19:41:44:867
-0.7662,-17.8828,-4.5755,-0.8544,-9.5062,-2.252,-0.5008,-2.4819,2.0413,0.0957,0.6233,-0.066,0.0,16.2,30.84,20.76,156.06,75.78,159.22,0.0,1003.43,55.679,45.29553,14.277237,182.68,NaN,,4.04,9.677419,323.11,19 / 19,301540,2021-12-05 19:41:45:367
-1.5778,-14.4854,1.2881,-0.6159,-9.7743,-0.503,0.1035,-4.711,2.3513,1.5581,-0.8238,-0.4081,0.0,15.66,30.48,19.38,164.26,80.79,152.44,0.0,1003.38,51.971,45.29553,14.277237,182.68,NaN,,4.04,9.677419,323.11,19 / 19,302040,2021-12-05 19:41:45:867
-0.8763,-14.2579,1.9058,-0.9474,-9.4938,-2.2671,-0.2545,-1.6324,0.864,-0.2049,0.3606,-0.0068,0.0,16.5,28.56,23.4,162.91,75.43,155.79,0.0,1003.44,59.757,45.295536,14.27723,182.58,NaN,,3.91,9.677419,325.04,19 / 19,302540,2021-12-05 19:41:46:367
0.3256,-6.7734,0.1389,-0.6953,-9.6675,-1.4921,1.0209,2.8941,1.631,-0.2654,-0.3083,0.0042,0.0,13.92,30.78,22.86,162.64,80.78,162.66,0.0,1003.63,51.715,45.295536,14.27723,182.58,NaN,,3.91,9.677419,325.04,19 / 19,303040,2021-12-05 19:41:46:867
-1.2139,-6.9913,0.1173,-0.9109,-9.4992,-2.2596,1.1359,3.6667,1.7855,-0.4566,0.539,0.1093,0.0,14.7,26.4,25.62,169.37,75.62,158.05,0.0,1003.49,56.582,45.295547,14.27722,182.48,NaN,,3.83,9.677419,325.89,19 / 19,303540,2021-12-05 19:41:47:367
-2.1309,-6.4119,-0.1891,-0.3622,-9.6585,-1.6588,-1.1247,2.3464,0.7849,0.1146,0.2818,-0.143,0.0,9.42,26.76,29.76,174.76,80.03,167.68,0.0,1003.42,51.815,45.295547,14.27722,182.48,NaN,,3.83,9.677419,325.89,19 / 19,304040,2021-12-05 19:41:47:867
-3.2275,-11.3967,-5.0783,-0.3946,-9.6878,-1.4699,-1.1665,-0.0928,-5.2102,-0.5751,0.4071,1.2473,0.0,11.34,30.12,32.7,176.01,81.07,164.97,0.0,1003.4,61.867,45.29556,14.27721,182.39,NaN,,3.79,9.677419,328.09,19 / 19,304541,2021-12-05 19:41:48:368
2.2003,-11.6936,-6.3807,-0.7389,-9.6563,-1.5425,2.9392,-2.0373,-4.8383,0.4744,0.1658,0.1459,0.0,4.74,30.66,36.0,200.59,78.18,155.44,0.0,1003.51,50.896,45.29556,14.27721,182.39,NaN,,3.79,9.677419,328.09,19 / 19,305040,2021-12-05 19:41:48:867
4.937,-21.1079,-10.4773,0.5999,-9.7829,0.326,-1.9957,-1.1231,-2.2486,-0.0583,0.3521,-1.4246,0.0,9.0,36.06,32.22,196.89,82.58,149.87,0.0,1003.4,51.887,45.295567,14.2772,182.29,NaN,,3.68,9.677419,329.17,18 / 19,305540,2021-12-05 19:41:49:367
-2.2219,-14.0137,3.6752,-0.7311,-9.7039,-1.2121,-1.9601,-3.2084,2.2608,-0.2018,0.3863,0.1459,0.0,-2.4,36.96,30.12,215.09,82.53,154.25,0.0,1003.23,63.935,45.295567,14.2772,182.29,NaN,,3.68,9.677419,329.17,18 / 19,306040,2021-12-05 19:41:49:867
0.0383,-9.9315,2.5068,-0.2248,-9.804,-0.0249,-0.0434,1.3115,1.6004,-0.0589,-0.4811,-0.143,0.0,-0.42,40.8,25.14,265.83,88.68,96.33,0.0,1003.32,56.195,45.295574,14.277193,182.19,NaN,,3.6,9.677419,332.73,19 / 19,306540,2021-12-05 19:41:50:367
-0.6704,-8.0496,-0.0144,-0.3274,-9.7816,-0.6192,-0.2927,4.3466,0.5689,0.015,0.8506,-0.1955,0.0,-1.08,39.72,27.66,213.18,85.9,152.13,0.0,1003.36,51.813,45.295574,14.277193,182.19,NaN,,3.6,9.677419,332.73,19 / 19,307040,2021-12-05 19:41:50:867
0.5004,-6.5914,1.4054,0.0276,-9.7865,-0.6282,0.4968,3.2621,-0.1427,-0.0955,0.0906,-0.085,0.0,-7.14,38.16,26.1,193.82,86.32,-177.49,0.0,1003.43,48.155,45.29559,14.277189,182.09,NaN,,3.58,9.677419,1.4,18 / 19,307541,2021-12-05 19:41:51:368
1.1085,-7.1756,-1.7646,0.0407,-9.6991,-1.4477,1.3959,4.1157,4.1868,0.0608,0.2672,-0.1265,0.0,-3.54,34.92,28.26,177.38,85.51,-169.51,0.0,1003.4,50.573,45.29559,14.277189,182.09,NaN,,3.58,9.677419,1.4,18 / 19,308040,2021-12-05 19:41:51:867
-0.2322,-5.6936,-0.3424,-0.2053,-9.7734,-0.7806,-0.4579,1.4509,-0.6129,0.6729,-0.2404,-0.4093,0.0,-8.28,32.4,26.64,236.07,82.03,148.26,0.0,1003.56,54.564,45.295605,14.277189,182.0,NaN,,3.66,9.677419,4.46,18 / 19,308540,2021-12-05 19:41:52:367
0.4549,-13.1494,-5.3249,0.311,-9.7988,-0.2391,-1.8817,-2.4503,-3.7234,-0.4676,0.8878,-0.1002,0.0,-2.52,33.84,19.86,9.5,86.19,-2.0,0.0,1003.45,65.419,45.295605,14.277189,182.0,NaN,,3.66,9.677419,4.46,18 / 19,309040,2021-12-05 19:41:52:867
5.7056,-9.7351,-3.5818,0.1023,-9.6971,-1.4583,1.3462,-2.3869,-1.2687,0.409,0.1328,0.2058,0.0,-7.38,25.38,20.46,198.71,81.43,-175.99,0.0,1003.44,61.299,45.29562,14.277189,181.9,NaN,,3.72,12.903226,5.67,18 / 19,309540,2021-12-05 19:41:53:367
1.7789,-10.5324,-5.708,0.9601,-9.7494,0.4452,-1.9681,-4.2164,5.8254,1.1781,-0.7768,-0.1735,0.0,-6.3,30.42,17.1,74.62,83.8,-65.12,0.0,1003.34,58.586,45.29562,14.277189,181.9,NaN,,3.72,12.903226,5.67,18 / 19,310041,2021-12-05 19:41:53:868
-0.3807,-15.2563,0.1221,0.88,-9.5844,-1.8802,-1.0812,-0.3495,1.9856,-0.8145,0.0283,-0.1192,0.0,-6.06,24.6,27.0,164.09,77.78,-154.92,0.0,1003.43,64.903,45.29564,14.277188,181.81,NaN,,3.82,12.903226,356.7,17 / 18,310540,2021-12-05 19:41:54:367
0.7925,-7.6856,0.5052,0.454,-9.7283,-1.1507,-2.13,-3.0643,3.4253,0.07,-0.7554,-0.0361,0.0,-7.74,28.38,24.6,172.17,82.98,-155.5,0.0,1003.42,54.818,45.29564,14.277188,181.81,NaN,,3.82,12.903226,356.7,17 / 18,311040,2021-12-05 19:41:54:867
-1.087,-7.2762,-1.19,0.7258,-9.5238,-2.2226,-1.8128,2.2476,1.0326,-0.4425,0.4401,-0.0795,0.0,-6.84,27.36,27.54,176.43,79.07,-163.09,0.0,1003.44,49.954,45.29565,14.277185,181.72,NaN,,3.92,12.903226,358.49,16 / 18,311541,2021-12-05 19:41:55:368
0.0024,-6.0431,-1.2546,0.9576,-9.7021,-1.0594,-1.3814,4.0181,0.5016,0.0248,0.0351,-0.0581,0.0,-11.82,31.38,24.0,164.22,83.39,-139.83,0.0,1003.6,50.184,45.29565,14.277185,181.72,NaN,,3.92,12.903226,358.49,16 / 18,312040,2021-12-05 19:41:55:867
0.941,-7.3361,0.5986,0.794,-9.7421,-0.7944,-0.8658,-1.3123,-2.4139,-1.6838,-0.701,0.5448,0.0,-10.44,33.54,26.52,151.47,83.42,-135.01,0.0,1003.41,56.903,45.295673,14.277184,181.63,NaN,,4.01,12.903226,1.91,19 / 20,312540,2021-12-05 19:41:56:367
4.7119,-9.5029,-6.51,0.5118,-9.6102,-1.8849,1.3653,1.3763,-2.0154,0.99,0.1792,-0.0654,0.0,-11.52,32.82,29.28,189.44,78.51,-164.81,0.0,1003.55,53.169,45.295673,14.277184,181.63,NaN,,4.01,12.903226,1.91,19 / 20,313040,2021-12-05 19:41:56:867
4.8676,-7.9921,-3.3328,0.4555,-9.7645,-0.7852,-0.0988,-3.3657,4.3598,1.1958,-1.6057,0.4807,0.0,-6.3,37.2,26.34,160.32,84.69,-149.88,0.0,1003.37,54.212,45.295685,14.277184,181.54,NaN,,4.11,12.903226,2.4,18 / 18,313540,2021-12-05 19:41:57:367
-1.1756,-12.7256,-1.3121,0.2681,-9.4967,-2.4312,-1.9728,-4.6606,-2.1586,0.095,0.3887,0.1264,0.0,-8.52,30.78,34.8,188.57,72.56,-171.57,0.0,1003.44,59.312,45.295685,14.277184,181.54,NaN,,4.11,12.903226,2.4,18 / 18,314040,2021-12-05 19:41:57:867
0.4214,-8.2698,0.8835,0.2131,-9.7324,-1.1852,-0.8668,-4.3962,1.6306,0.2087,-1.0517,-0.2927,0.0,-6.9,37.44,28.38,193.2,81.52,-176.55,0.0,1003.39,54.477,45.295704,14.277172,181.46,NaN,,4.22,12.903226,359.04,18 / 18,314540,2021-12-05 19:41:58:367
-0.6848,-6.8644,-1.0726,0.3811,-9.4188,-2.7039,-1.0659,2.5544,1.6313,-0.5201,0.6972,0.0311,0.0,0.66,34.14,33.72,172.41,74.0,-176.47,0.0,1003.41,60.099,45.295704,14.277172,181.46,NaN,,4.22,12.903226,359.04,18 / 18,315041,2021-12-05 19:41:58:868
1.9896,-5.5044,-0.2466,0.4668,-9.5639,-2.1174,-2.2314,2.3093,2.4814,0.0779,0.2189,0.0171,0.0,-3.96,36.66,30.66,172.89,77.23,-167.57,0.0,1003.46,56.727,45.29572,14.277173,181.38,NaN,,4.18,12.903226,339.34,18 / 18,315540,2021-12-05 19:41:59:367
-0.1484,-5.8779,-1.4437,0.2607,-9.5367,-2.2699,-3.0932,0.6516,-0.4356,-0.1878,-0.7517,-0.2725,0.0,0.78,34.56,33.36,168.61,76.53,-173.45,0.0,1003.41,58.037,45.29572,14.277173,181.38,NaN,,4.18,12.903226,339.34,18 / 18,316040,2021-12-05 19:41:59:867
-0.8212,-7.542,-0.8955,0.338,-9.5467,-2.2172,5.0084,0.7454,-4.2665,0.296,-0.2918,-0.1247,0.0,-2.76,34.8,33.48,175.26,76.78,-171.33,0.0,1003.53,51.866,45.295723,14.277169,181.3,NaN,,4.17,12.903226,322.33,18 / 18,316541,2021-12-05 19:42:00:368
